x,y,centroidIndex
0.005000,68.998001,0
0.039000,372.838013,1
0.039000,400.437012,2
0.042000,322.871002,3
0.046000,136.509995,4
0.094000,10.496000,5
0.097000,21.316999,6
0.116000,209.658005,7
0.124000,394.451996,8
0.139000,106.969002,9
0.141000,182.716003,19
0.143000,362.675995,11
0.154000,28.181999,31
0.164000,335.722992,58
0.173000,307.877014,14
0.175000,137.184006,15
0.188000,113.560997,16
0.189000,162.606003,17
0.193000,338.734985,18
0.207000,182.033005,19
0.208000,369.609009,20
0.211000,267.173004,21
0.243000,340.527008,22
0.245000,274.402008,23
0.259000,232.313004,24
0.281000,71.385002,25
0.289000,130.529999,26
0.293000,363.436005,27
0.297000,429.490997,28
0.305000,115.720001,16
0.316000,18.671000,30
0.324000,25.552999,31
0.340000,47.103001,32
0.354000,351.757996,33
0.362000,221.229004,34
0.370000,450.177002,35
0.373000,249.684998,36
0.373000,409.166992,37
0.373000,434.300995,38
0.378000,295.002991,39
0.389000,424.809998,40
0.411000,289.238007,41
0.441000,286.442993,42
0.454000,15.807000,30
0.457000,226.996994,112
0.457000,288.779999,45
0.462000,238.850006,46
0.471000,155.654007,137
0.478000,181.335007,48
0.482000,314.325989,101
0.487000,375.605988,50
0.490000,300.756989,51
0.505000,149.061005,52
0.507000,247.776993,36
0.524000,186.115997,54
0.534000,115.377998,16
0.534000,179.746002,56
0.535000,427.334015,57
0.545000,333.480988,58
0.549000,395.916992,59
0.570000,389.604004,60
0.575000,172.238998,61
0.581000,287.610992,62
0.582000,252.401001,63
0.586000,295.682007,64
0.592000,87.875999,65
0.596000,174.199997,61
0.608000,233.811996,67
0.622000,218.397995,68
0.623000,242.126999,46
0.628000,331.644989,58
0.631000,278.256989,71
0.632000,37.448002,72
0.636000,124.075996,73
0.640000,262.940002,21
0.646000,434.556000,38
0.648000,151.029007,76
0.667000,395.032013,77
0.670000,98.328003,78
0.690000,48.688999,79
0.707000,356.757996,80
0.713000,169.789993,81
0.717000,126.891998,94
0.724000,24.844000,83
0.729000,249.473999,36
0.734000,431.781006,85
0.738000,189.332993,86
0.750000,7.747000,87
0.751000,130.050995,88
0.756000,1.142000,89
0.769000,422.657990,90
0.773000,206.751007,103
0.780000,44.715000,32
0.788000,347.411987,93
0.795000,129.300003,88
0.805000,86.414001,95
0.806000,327.028015,127
0.813000,201.479004,162
0.814000,259.234985,98
0.818000,194.199997,99
0.818000,404.309998,100
0.820000,308.700989,101
0.822000,420.897003,102
0.827000,206.261993,103
0.838000,410.782990,104
0.869000,26.313000,31
0.870000,214.089996,7
0.873000,420.557007,102
0.875000,102.594002,108
0.891000,370.802002,109
0.906000,416.466003,110
0.907000,428.290985,57
0.914000,224.028000,112
0.917000,106.569000,113
0.936000,190.500000,86
0.942000,287.994995,62
0.969000,19.896000,116
0.970000,238.539993,46
0.976000,316.093994,3
0.977000,235.235001,119
0.984000,23.039000,130
0.994000,204.401993,121
1.007000,162.873993,17
1.030000,346.024994,93
1.035000,10.689000,124
1.044000,371.911987,125
1.045000,52.924999,126
1.051000,325.899994,127
1.081000,411.705994,128
1.089000,62.474998,129
1.090000,24.721001,83
1.096000,203.755997,121
1.097000,410.795013,104
1.098000,354.871002,166
1.118000,388.665009,60
1.127000,169.126999,81
1.149000,391.394989,136
1.150000,153.421997,137
1.159000,42.221001,72
1.159000,73.514999,139
1.165000,77.000999,140
1.188000,296.989990,64
1.204000,233.835999,67
1.209000,397.632996,143
1.217000,31.082001,12
1.219000,77.926003,140
1.219000,357.423004,80
1.220000,212.912003,7
1.236000,86.056000,95
1.242000,146.384003,149
1.250000,36.847000,72
1.262000,283.131989,151
1.268000,88.851997,65
1.275000,192.207993,153
1.278000,109.078003,154
1.285000,96.430000,78
1.287000,319.925995,3
1.305000,9.798000,124
1.305000,91.737999,158
1.318000,178.199997,56
1.325000,49.178001,79
1.348000,198.759995,97
1.352000,201.552002,162
1.356000,408.096985,37
1.360000,271.802002,164
1.363000,183.679993,10
1.374000,356.592010,166
1.380000,300.338013,51
1.409000,107.130997,168
1.414000,170.834000,81
1.414000,437.221985,170
1.427000,19.518999,116
1.431000,193.035995,153
1.448000,398.730988,173
1.454000,188.001999,174
1.456000,444.246002,226
1.458000,250.968002,36
1.458000,279.188995,177
1.464000,305.398987,178
1.470000,291.725006,41
1.476000,376.410004,50
1.486000,54.203999,126
1.522000,384.524994,182
1.526000,302.737000,51
1.534000,132.580002,26
1.546000,136.610001,15
1.565000,24.384001,130
1.584000,372.230988,125
1.588000,90.713997,158
1.593000,58.554001,181
1.600000,414.253998,110
1.621000,89.524002,65
1.622000,418.899994,107
1.638000,166.942001,135
1.644000,219.901001,34
1.684000,393.049011,195
1.690000,368.541992,196
1.692000,308.484009,101
1.693000,370.063995,198
1.708000,451.217987,223
1.717000,303.713989,178
1.718000,26.427999,105
1.718000,80.781998,202
1.724000,270.697998,164
1.726000,65.556000,129
1.727000,102.242996,108
1.727000,110.176003,154
1.737000,106.142998,207
1.737000,187.923004,174
1.762000,364.971008,209
1.769000,276.816010,71
1.771000,222.518997,112
1.776000,391.669006,212
1.781000,249.716995,84
1.799000,290.622986,41
1.820000,112.966003,16
1.830000,196.731995,99
1.835000,383.497986,182
1.840000,391.119995,212
1.843000,147.891006,149
1.845000,10.976000,124
1.845000,394.885986,77
1.854000,324.391998,127
1.865000,449.678009,223
1.866000,439.381012,170
1.870000,74.459999,139
1.879000,449.557007,223
1.886000,37.682999,72
1.887000,275.303009,23
1.904000,269.394012,229
1.920000,406.501007,100
1.936000,339.285004,22
1.941000,366.122009,209
1.954000,204.612000,121
1.958000,6.296000,87
1.974000,356.186005,166
1.983000,415.665985,110
1.992000,322.157990,3
1.993000,138.811005,15
2.006000,64.920998,129
2.006000,151.567001,76
2.009000,246.016998,53
2.027000,54.779999,181
2.044000,294.979004,39
2.048000,356.739990,166
2.052000,124.473000,82
2.052000,398.467987,246
2.057000,220.529999,34
2.078000,138.488007,15
2.081000,385.061005,182
2.088000,449.414001,223
2.096000,80.371002,202
2.099000,235.406998,119
2.101000,180.459000,56
2.110000,393.984985,195
2.113000,203.067993,131
2.113000,368.819000,196
2.116000,374.615997,50
2.139000,305.528015,178
2.155000,244.975998,53
2.169000,224.617996,112
2.188000,146.100006,261
2.212000,369.829010,198
2.219000,430.779999,85
2.228000,119.060997,29
2.241000,401.515991,2
2.254000,82.935997,202
2.267000,308.145996,101
2.276000,333.821014,58
2.286000,363.253998,209
2.290000,233.306000,67
2.290000,281.970001,151
2.293000,154.423996,137
2.304000,269.091003,229
2.327000,105.459999,207
2.328000,144.050003,261
2.340000,325.717987,127
2.353000,347.497986,93
2.377000,145.809006,261
2.389000,84.411003,148
2.393000,128.139999,94
2.396000,438.052002,170
2.403000,359.851990,146
2.416000,257.339996,98
2.428000,49.761002,160
2.434000,339.694000,22
2.436000,454.006012,199
2.478000,402.476990,100
2.505000,350.713989,33
2.517000,392.509003,195
2.520000,3.593000,89
2.520000,347.744995,93
2.530000,352.584015,33
2.531000,146.410004,261
2.543000,100.320000,78
2.544000,132.720993,184
2.544000,421.191010,102
2.556000,356.352997,166
2.573000,398.576996,246
2.579000,160.417007,47
2.583000,155.582001,137
2.593000,396.850006,143
2.595000,356.571991,166
2.613000,328.295990,127
2.614000,432.619995,85
2.618000,406.833008,100
2.622000,428.748993,57
2.630000,62.265999,129
2.638000,279.625000,177
2.647000,335.002991,13
2.658000,400.407990,246
2.662000,166.942001,135
2.672000,18.358000,116
2.684000,68.806000,0
2.695000,410.968994,104
2.700000,433.027008,85
2.704000,185.975006,54
2.706000,448.825012,226
2.709000,40.521000,72
2.710000,71.889000,139
2.715000,89.935997,152
2.720000,111.578003,154
2.723000,10.107000,157
2.729000,372.125000,187
2.737000,409.414001,37
2.739000,294.468994,39
2.752000,418.743011,107
2.756000,107.087997,168
2.766000,147.992996,219
2.768000,20.360001,116
2.772000,88.863998,152
2.775000,379.610992,180
2.780000,42.646999,72
2.781000,12.985000,124
2.781000,229.016006,44
2.791000,203.878998,131
2.796000,321.256989,3
2.808000,336.618988,13
2.810000,89.664001,152
2.817000,159.123001,47
2.824000,415.062012,110
2.827000,298.502014,141
2.830000,340.966003,22
2.844000,45.591999,32
2.852000,49.299999,160
2.856000,30.858999,12
2.863000,241.692001,69
2.886000,14.359000,43
2.904000,271.437988,164
2.924000,389.941010,212
2.934000,260.520996,98
2.956000,193.001999,153
2.963000,301.510010,51
2.968000,103.897003,207
2.979000,98.552002,78
2.979000,337.136993,13
2.980000,75.822998,139
2.980000,143.653000,278
2.982000,95.371002,78
2.985000,358.777008,146
2.987000,244.664001,69
2.993000,13.815000,43
3.001000,99.510002,78
3.005000,20.062000,116
3.006000,340.506012,22
3.007000,235.556000,119
3.024000,50.457001,160
3.028000,31.209000,12
3.031000,125.917000,82
3.033000,381.755005,182
3.040000,154.779007,137
3.041000,294.009003,39
3.043000,420.696014,107
3.057000,137.723999,15
3.072000,137.179993,185
3.083000,274.475006,23
3.088000,278.260010,177
3.096000,75.990997,140
3.098000,229.996994,24
3.108000,420.601013,107
3.118000,109.852997,154
3.118000,322.019012,3
3.128000,356.648010,166
3.135000,403.897003,100
3.144000,65.033997,129
3.156000,105.794998,207
3.158000,141.242004,278
3.169000,65.510002,129
3.187000,383.867004,182
3.191000,239.451004,46
3.195000,434.531006,75
3.200000,237.891998,46
3.201000,264.454010,229
3.208000,157.813995,47
3.217000,129.082001,94
3.220000,131.723999,184
3.221000,345.259003,123
3.222000,328.700012,96
3.232000,97.954002,78
3.234000,350.968994,33
3.237000,450.862000,223
3.246000,343.927002,123
3.246000,439.174011,224
3.273000,30.981001,12
3.278000,192.056000,153
3.279000,229.229996,44
3.285000,122.542000,73
3.285000,383.873993,182
3.292000,14.701000,43
3.292000,440.281006,224
3.295000,253.125000,63
3.300000,132.488998,184
3.304000,43.667999,92
3.311000,56.301998,181
3.328000,150.505005,76
3.331000,255.807007,63
3.356000,126.171997,82
3.368000,349.694000,33
3.372000,407.326996,163
3.374000,16.274000,43
3.375000,249.102005,84
3.379000,365.559998,209
3.398000,346.911987,93
3.408000,121.180000,73
3.431000,17.938000,116
3.435000,22.815001,130
3.445000,114.503998,55
3.458000,66.433998,0
3.483000,8.139000,157
3.510000,400.575012,246
3.512000,87.865997,152
3.520000,23.327999,130
3.524000,136.087006,185
3.524000,199.556000,97
3.526000,425.459991,40
3.535000,119.584000,29
3.549000,410.164001,132
3.567000,323.746002,222
3.581000,369.847992,198
3.584000,407.061005,163
3.591000,412.757996,132
3.602000,401.556000,265
3.604000,160.130005,47
3.607000,248.009995,53
3.631000,367.145996,196
3.636000,343.122986,123
3.653000,99.681000,78
3.654000,440.362000,224
3.657000,248.074005,53
3.657000,368.244995,196
3.662000,37.574001,150
3.667000,137.315994,185
3.671000,51.860001,126
3.679000,216.561996,68
3.683000,317.252991,156
3.690000,171.220001,61
3.699000,333.096008,13
3.717000,134.600998,185
3.723000,147.602005,219
3.736000,352.842987,133
3.740000,309.654999,197
3.742000,22.982000,130
3.751000,257.330994,98
3.756000,158.923004,47
3.760000,334.425995,13
3.765000,214.764008,106
3.765000,330.615997,96
3.773000,375.308990,50
3.782000,17.166000,43
3.793000,322.394012,3
3.802000,75.000999,139
3.805000,416.700989,110
3.817000,391.204010,212
3.824000,218.602997,34
3.829000,346.451996,93
3.841000,147.328003,219
3.842000,442.481995,224
3.850000,6.343000,87
3.859000,248.998993,84
3.862000,45.599998,92
3.862000,247.169006,53
3.878000,248.393997,84
3.884000,149.462997,219
3.885000,141.179001,278
3.890000,402.890991,265
3.902000,30.510000,12
3.908000,394.364990,195
3.910000,438.618011,224
3.915000,187.417999,174
3.923000,126.017998,82
3.948000,19.782000,116
3.949000,53.323002,181
3.952000,270.312012,203
3.976000,125.135002,82
3.977000,355.221008,133
3.977000,450.272003,226
3.991000,207.406006,103
4.008000,0.225000,89
4.013000,452.937012,199
4.024000,363.743988,209
4.056000,28.396999,12
4.059000,252.807007,176
4.059000,442.984009,224
4.061000,61.828999,129
4.068000,408.316010,163
4.076000,247.964005,53
4.076000,248.524002,84
4.078000,337.583008,13
4.087000,226.393005,112
4.118000,74.472000,139
4.153000,324.251007,222
4.160000,143.681000,278
4.171000,275.924988,177
4.173000,47.119999,92
4.198000,186.886993,174
4.211000,152.606003,137
4.214000,295.640015,141
4.214000,368.734985,196
4.228000,185.643005,54
4.230000,354.614014,133
4.242000,420.516998,107
4.248000,142.093002,278
4.254000,305.932007,178
4.264000,268.931000,229
4.285000,60.853001,129
4.286000,81.768997,202
4.308000,137.481003,185
4.318000,294.720001,141
4.327000,373.108002,187
4.344000,243.720993,69
4.347000,348.885986,33
4.352000,155.147995,137
4.360000,42.581001,92
4.363000,304.654999,183
4.364000,175.496002,66
4.366000,69.472000,0
4.385000,307.717987,197
4.396000,342.967010,123
4.408000,316.588013,156
4.412000,15.253000,43
4.420000,161.557007,122
4.421000,30.487000,12
4.440000,328.527008,96
4.441000,39.222000,150
4.442000,345.648987,123
4.445000,387.796997,134
4.451000,39.227001,150
4.453000,160.807007,122
4.457000,5.374000,87
4.484000,241.330002,69
4.485000,261.489014,98
4.493000,416.660004,110
4.501000,438.916992,224
4.508000,146.115005,278
4.516000,35.390999,150
4.527000,296.790009,141
4.528000,438.147003,224
4.541000,254.891998,176
4.545000,408.946014,163
4.551000,321.333008,156
4.570000,266.911987,229
4.576000,42.516998,92
4.588000,331.300995,96
4.591000,66.779999,204
4.622000,144.759003,278
4.632000,198.813004,161
4.635000,64.760002,129
4.645000,312.653992,49
4.656000,102.096001,205
4.685000,207.837006,91
4.697000,190.352005,114
4.699000,318.916992,156
4.703000,78.460999,145
4.712000,453.769989,199
4.718000,258.213989,98
4.724000,315.385986,49
4.729000,431.960999,75
4.734000,229.477005,44
4.742000,208.671005,91
4.743000,103.254997,205
4.755000,201.945999,131
4.762000,336.122986,13
4.777000,265.903015,229
4.793000,316.531006,156
4.801000,66.501999,204
4.807000,207.255005,91
4.816000,267.045013,229
4.833000,182.298996,165
4.862000,2.867000,89
4.889000,45.381001,92
4.893000,429.709991,75
4.903000,79.886002,202
4.906000,11.517000,157
4.906000,22.101000,120
4.920000,438.899994,224
4.926000,226.315994,44
4.932000,401.471985,265
4.934000,414.535004,110
4.942000,46.639999,92
4.944000,391.848999,218
4.950000,392.121002,218
4.953000,408.444000,163
4.959000,90.341003,152
4.963000,318.996002,156
4.978000,152.005005,137
4.978000,230.270996,44
4.982000,360.645996,244
5.005000,320.173004,156
5.021000,152.643005,137
5.040000,420.898010,192
5.054000,181.406998,165
5.056000,26.855000,105
5.069000,54.882000,181
5.074000,5.499000,87
5.078000,273.591003,203
5.079000,288.825012,115
5.084000,181.108002,165
5.091000,74.207001,139
5.091000,84.023003,148
5.113000,147.117996,219
5.118000,222.964996,112
5.127000,166.423996,135
5.138000,72.997002,139
5.157000,261.994995,98
5.159000,312.920013,49
5.163000,91.806999,152
5.173000,116.040001,55
5.178000,162.513000,122
5.193000,334.998993,13
5.197000,307.164001,197
5.199000,396.022003,221
5.233000,167.626999,135
5.236000,392.204987,218
5.246000,80.417999,202
5.252000,316.381012,156
5.256000,346.712006,123
5.271000,43.299000,92
5.272000,41.257999,72
5.284000,99.860001,205
5.286000,92.182999,152
5.286000,434.438995,75
5.287000,189.460999,114
5.294000,253.774994,176
5.294000,260.135986,98
5.304000,274.239990,203
5.306000,290.838013,179
5.309000,66.494003,204
5.310000,175.625000,66
5.314000,322.464996,222
5.323000,352.691010,133
5.331000,360.061005,244
5.333000,194.796005,153
5.333000,359.781006,244
5.339000,74.730003,139
5.340000,2.798000,89
5.344000,444.485992,224
5.346000,277.505005,177
5.352000,348.670013,33
5.359000,75.294998,139
5.388000,63.563000,129
5.411000,197.194000,161
5.414000,157.824997,47
5.414000,240.550995,69
5.423000,335.253998,13
5.424000,77.348000,145
5.440000,185.261993,165
5.441000,299.024994,141
5.447000,79.617996,145
5.451000,158.772995,47
5.454000,82.355003,202
5.481000,206.126007,91
5.482000,254.533997,176
5.494000,394.639008,221
5.505000,48.619999,92
5.507000,305.760986,183
5.522000,317.410004,156
5.536000,237.768997,117
5.541000,357.148010,244
5.546000,450.065002,199
5.552000,454.529999,199
5.554000,43.645000,92
5.569000,99.828003,205
5.583000,349.057007,33
5.585000,394.605988,221
