x,y,centroidIndex
0.005000,68.998001,0
0.039000,372.838013,1
0.039000,400.437012,2
0.042000,322.871002,3
0.046000,136.509995,4
0.094000,10.496000,5
0.097000,21.316999,6
0.116000,209.658005,7
0.124000,394.451996,8
0.139000,106.969002,9
0.141000,182.716003,10
0.143000,362.675995,11
0.154000,28.181999,12
0.164000,335.722992,13
0.173000,307.877014,14
0.175000,137.184006,15
0.188000,113.560997,16
0.189000,162.606003,17
0.193000,338.734985,18
0.207000,182.033005,19
0.208000,369.609009,20
0.211000,267.173004,21
0.243000,340.527008,22
0.245000,274.402008,23
0.259000,232.313004,24
0.281000,71.385002,25
0.289000,130.529999,26
0.293000,363.436005,27
0.297000,429.490997,28
0.305000,115.720001,29
0.316000,18.671000,30
0.324000,25.552999,31
0.340000,47.103001,32
0.354000,351.757996,33
0.362000,221.229004,34
0.370000,450.177002,35
0.373000,249.684998,36
0.373000,409.166992,37
0.373000,434.300995,38
0.378000,295.002991,39
0.389000,424.809998,40
0.411000,289.238007,41
0.441000,286.442993,42
0.454000,15.807000,43
0.457000,226.996994,44
0.457000,288.779999,45
0.462000,238.850006,46
0.471000,155.654007,47
0.478000,181.335007,48
0.482000,314.325989,49
0.487000,375.605988,50
0.490000,300.756989,51
0.505000,149.061005,52
0.507000,247.776993,53
0.524000,186.115997,54
0.534000,115.377998,55
0.534000,179.746002,56
0.535000,427.334015,57
0.545000,333.480988,58
0.549000,395.916992,59
0.570000,389.604004,60
0.575000,172.238998,61
0.581000,287.610992,62
0.582000,252.401001,63
0.586000,295.682007,64
0.592000,87.875999,65
0.596000,174.199997,66
0.608000,233.811996,67
0.622000,218.397995,68
0.623000,242.126999,69
0.628000,331.644989,70
0.631000,278.256989,71
0.632000,37.448002,72
0.636000,124.075996,73
0.640000,262.940002,74
0.646000,434.556000,75
0.648000,151.029007,76
0.667000,395.032013,77
0.670000,98.328003,78
0.690000,48.688999,79
0.707000,356.757996,80
0.713000,169.789993,81
0.717000,126.891998,82
0.724000,24.844000,83
0.729000,249.473999,84
0.734000,431.781006,85
0.738000,189.332993,86
0.750000,7.747000,87
0.751000,130.050995,88
0.756000,1.142000,89
0.769000,422.657990,90
0.773000,206.751007,91
0.780000,44.715000,92
0.788000,347.411987,93
0.795000,129.300003,94
0.805000,86.414001,95
0.806000,327.028015,96
0.813000,201.479004,97
0.814000,259.234985,98
0.818000,194.199997,99
0.818000,404.309998,100
0.820000,308.700989,101
0.822000,420.897003,102
0.827000,206.261993,103
0.838000,410.782990,104
0.869000,26.313000,105
0.870000,214.089996,106
0.873000,420.557007,107
0.875000,102.594002,108
0.891000,370.802002,109
0.906000,416.466003,110
0.907000,428.290985,111
0.914000,224.028000,112
0.917000,106.569000,113
0.936000,190.500000,114
0.942000,287.994995,115
0.969000,19.896000,116
0.970000,238.539993,117
0.976000,316.093994,118
0.977000,235.235001,119
0.984000,23.039000,120
0.994000,204.401993,121
1.007000,162.873993,122
1.030000,346.024994,123
1.035000,10.689000,124
1.044000,371.911987,125
1.045000,52.924999,126
1.051000,325.899994,127
1.081000,411.705994,128
1.089000,62.474998,129
1.090000,24.721001,130
1.096000,203.755997,131
1.097000,410.795013,132
1.098000,354.871002,133
1.118000,388.665009,134
1.127000,169.126999,135
1.149000,391.394989,136
1.150000,153.421997,137
1.159000,42.221001,138
1.159000,73.514999,139
1.165000,77.000999,140
1.188000,296.989990,141
1.204000,233.835999,142
1.209000,397.632996,143
1.217000,31.082001,144
1.219000,77.926003,145
1.219000,357.423004,146
1.220000,212.912003,147
1.236000,86.056000,148
1.242000,146.384003,149
1.250000,36.847000,150
1.262000,283.131989,151
1.268000,88.851997,152
1.275000,192.207993,153
1.278000,109.078003,154
1.285000,96.430000,155
1.287000,319.925995,156
1.305000,9.798000,157
1.305000,91.737999,158
1.318000,178.199997,159
1.325000,49.178001,160
1.348000,198.759995,161
1.352000,201.552002,162
1.356000,408.096985,163
1.360000,271.802002,164
1.363000,183.679993,165
1.374000,356.592010,166
1.380000,300.338013,167
1.409000,107.130997,168
1.414000,170.834000,169
1.414000,437.221985,170
1.427000,19.518999,171
1.431000,193.035995,172
1.448000,398.730988,173
1.454000,188.001999,174
1.456000,444.246002,175
1.458000,250.968002,176
1.458000,279.188995,177
1.464000,305.398987,178
1.470000,291.725006,179
1.476000,376.410004,180
1.486000,54.203999,181
1.522000,384.524994,182
1.526000,302.737000,183
1.534000,132.580002,184
1.546000,136.610001,185
1.565000,24.384001,186
1.584000,372.230988,187
1.588000,90.713997,188
1.593000,58.554001,189
1.600000,414.253998,190
1.621000,89.524002,191
1.622000,418.899994,192
1.638000,166.942001,193
1.644000,219.901001,194
1.684000,393.049011,195
1.690000,368.541992,196
1.692000,308.484009,197
1.693000,370.063995,198
1.708000,451.217987,199
1.717000,303.713989,200
1.718000,26.427999,201
1.718000,80.781998,202
1.724000,270.697998,203
1.726000,65.556000,204
1.727000,102.242996,205
1.727000,110.176003,206
1.737000,106.142998,207
1.737000,187.923004,208
1.762000,364.971008,209
1.769000,276.816010,210
1.771000,222.518997,211
1.776000,391.669006,212
1.781000,249.716995,213
1.799000,290.622986,214
1.820000,112.966003,215
1.830000,196.731995,216
1.835000,383.497986,217
1.840000,391.119995,218
1.843000,147.891006,219
1.845000,10.976000,220
1.845000,394.885986,221
1.854000,324.391998,222
1.865000,449.678009,223
1.866000,439.381012,224
1.870000,74.459999,225
1.879000,449.557007,226
1.886000,37.682999,227
1.887000,275.303009,228
1.904000,269.394012,229
1.920000,406.501007,230
1.936000,339.285004,231
1.941000,366.122009,232
1.954000,204.612000,233
1.958000,6.296000,234
1.974000,356.186005,235
1.983000,415.665985,236
1.992000,322.157990,237
1.993000,138.811005,238
2.006000,64.920998,239
2.006000,151.567001,240
2.009000,246.016998,241
2.027000,54.779999,242
2.044000,294.979004,243
2.048000,356.739990,244
2.052000,124.473000,245
2.052000,398.467987,246
2.057000,220.529999,247
2.078000,138.488007,248
2.081000,385.061005,249
2.088000,449.414001,250
2.096000,80.371002,251
2.099000,235.406998,252
2.101000,180.459000,253
2.110000,393.984985,254
2.113000,203.067993,255
2.113000,368.819000,256
2.116000,374.615997,257
2.139000,305.528015,258
2.155000,244.975998,259
2.169000,224.617996,260
2.188000,146.100006,261
2.212000,369.829010,262
2.219000,430.779999,263
2.228000,119.060997,264
2.241000,401.515991,265
2.254000,82.935997,266
2.267000,308.145996,267
2.276000,333.821014,268
2.286000,363.253998,269
2.290000,233.306000,270
2.290000,281.970001,271
2.293000,154.423996,272
2.304000,269.091003,273
2.327000,105.459999,274
2.328000,144.050003,275
2.340000,325.717987,276
2.353000,347.497986,277
2.377000,145.809006,278
2.389000,84.411003,279
2.393000,128.139999,280
2.396000,438.052002,281
2.403000,359.851990,282
2.416000,257.339996,283
2.428000,49.761002,284
2.434000,339.694000,285
2.436000,454.006012,286
2.478000,402.476990,287
2.505000,350.713989,288
2.517000,392.509003,289
2.520000,3.593000,290
2.520000,347.744995,291
2.530000,352.584015,292
2.531000,146.410004,293
2.543000,100.320000,294
2.544000,132.720993,295
2.544000,421.191010,296
2.556000,356.352997,297
2.573000,398.576996,298
2.579000,160.417007,299
2.583000,155.582001,272
2.593000,396.850006,143
2.595000,356.571991,297
2.613000,328.295990,96
2.614000,432.619995,263
2.618000,406.833008,230
2.622000,428.748993,111
2.630000,62.265999,129
2.638000,279.625000,177
2.647000,335.002991,268
2.658000,400.407990,265
2.662000,166.942001,193
2.672000,18.358000,171
2.684000,68.806000,0
2.695000,410.968994,132
2.700000,433.027008,263
2.704000,185.975006,208
2.706000,448.825012,250
2.709000,40.521000,138
2.710000,71.889000,139
2.715000,89.935997,191
2.720000,111.578003,215
2.723000,10.107000,220
2.729000,372.125000,187
2.737000,409.414001,163
2.739000,294.468994,243
2.752000,418.743011,192
2.756000,107.087997,168
2.766000,147.992996,219
2.768000,20.360001,171
2.772000,88.863998,191
2.775000,379.610992,180
2.780000,42.646999,138
2.781000,12.985000,220
2.781000,229.016006,44
2.791000,203.878998,255
2.796000,321.256989,237
2.808000,336.618988,13
2.810000,89.664001,191
2.817000,159.123001,299
2.824000,415.062012,236
2.827000,298.502014,141
2.830000,340.966003,285
2.844000,45.591999,92
2.852000,49.299999,284
2.856000,30.858999,144
2.863000,241.692001,69
2.886000,14.359000,43
2.904000,271.437988,203
2.924000,389.941010,218
2.934000,260.520996,98
2.956000,193.001999,172
2.963000,301.510010,183
2.968000,103.897003,274
2.979000,98.552002,294
2.979000,337.136993,231
2.980000,75.822998,225
2.980000,143.653000,275
2.982000,95.371002,155
2.985000,358.777008,282
2.987000,244.664001,259
2.993000,13.815000,220
3.001000,99.510002,294
3.005000,20.062000,171
3.006000,340.506012,285
3.007000,235.556000,252
3.024000,50.457001,284
3.028000,31.209000,144
3.031000,125.917000,245
3.033000,381.755005,217
3.040000,154.779007,272
3.041000,294.009003,243
3.043000,420.696014,296
3.057000,137.723999,248
3.072000,137.179993,185
3.083000,274.475006,228
3.088000,278.260010,177
3.096000,75.990997,225
3.098000,229.996994,270
3.108000,420.601013,296
3.118000,109.852997,206
3.118000,322.019012,237
3.128000,356.648010,297
3.135000,403.897003,287
3.144000,65.033997,239
3.156000,105.794998,274
3.158000,141.242004,238
3.169000,65.510002,239
3.187000,383.867004,217
3.191000,239.451004,117
3.195000,434.531006,75
3.200000,237.891998,117
3.201000,264.454010,74
3.208000,157.813995,299
3.217000,129.082001,280
3.220000,131.723999,295
3.221000,345.259003,123
3.222000,328.700012,96
3.232000,97.954002,294
3.234000,350.968994,288
3.237000,450.862000,199
3.246000,343.927002,123
3.246000,439.174011,224
3.273000,30.981001,144
3.278000,192.056000,153
3.279000,229.229996,44
3.285000,122.542000,245
3.285000,383.873993,217
3.292000,14.701000,43
3.292000,440.281006,224
3.295000,253.125000,63
3.300000,132.488998,295
3.304000,43.667999,138
3.311000,56.301998,242
3.328000,150.505005,240
3.331000,255.807007,283
3.356000,126.171997,245
3.368000,349.694000,288
3.372000,407.326996,230
3.374000,16.274000,43
3.375000,249.102005,213
3.379000,365.559998,232
3.398000,346.911987,277
3.408000,121.180000,264
3.431000,17.938000,171
3.435000,22.815001,186
3.445000,114.503998,215
3.458000,66.433998,204
3.483000,8.139000,234
3.510000,400.575012,265
3.512000,87.865997,152
3.520000,23.327999,186
3.524000,136.087006,185
3.524000,199.556000,161
3.526000,425.459991,40
3.535000,119.584000,264
3.549000,410.164001,132
3.567000,323.746002,222
3.581000,369.847992,262
3.584000,407.061005,230
3.591000,412.757996,190
3.602000,401.556000,265
3.604000,160.130005,299
3.607000,248.009995,213
3.631000,367.145996,232
3.636000,343.122986,285
3.653000,99.681000,294
3.654000,440.362000,224
3.657000,248.074005,213
3.657000,368.244995,256
3.662000,37.574001,227
3.667000,137.315994,248
3.671000,51.860001,284
3.679000,216.561996,68
3.683000,317.252991,118
3.690000,171.220001,169
3.699000,333.096008,268
3.717000,134.600998,295
3.723000,147.602005,293
3.736000,352.842987,292
3.740000,309.654999,267
3.742000,22.982000,186
3.751000,257.330994,283
3.756000,158.923004,299
3.760000,334.425995,268
3.765000,214.764008,106
3.765000,330.615997,70
3.773000,375.308990,257
3.782000,17.166000,171
3.793000,322.394012,237
3.802000,75.000999,225
3.805000,416.700989,236
3.817000,391.204010,289
3.824000,218.602997,194
3.829000,346.451996,277
3.841000,147.328003,293
3.842000,442.481995,175
3.850000,6.343000,234
3.859000,248.998993,213
3.862000,45.599998,92
3.862000,247.169006,241
3.878000,248.393997,213
3.884000,149.462997,219
3.885000,141.179001,238
3.890000,402.890991,287
3.902000,30.510000,144
3.908000,394.364990,254
3.910000,438.618011,281
3.915000,187.417999,208
3.923000,126.017998,245
3.948000,19.782000,171
3.949000,53.323002,242
3.952000,270.312012,273
3.976000,125.135002,245
3.977000,355.221008,297
3.977000,450.272003,250
3.991000,207.406006,91
4.008000,0.225000,89
4.013000,452.937012,286
4.024000,363.743988,269
4.056000,28.396999,201
4.059000,252.807007,176
4.059000,442.984009,175
4.061000,61.828999,129
4.068000,408.316010,163
4.076000,247.964005,241
4.076000,248.524002,213
4.078000,337.583008,285
4.087000,226.393005,260
4.118000,74.472000,225
4.153000,324.251007,222
4.160000,143.681000,275
4.171000,275.924988,228
4.173000,47.119999,284
4.198000,186.886993,208
4.211000,152.606003,240
4.214000,295.640015,243
4.214000,368.734985,256
4.228000,185.643005,208
4.230000,354.614014,297
4.242000,420.516998,296
4.248000,142.093002,275
4.254000,305.932007,258
4.264000,268.931000,273
4.285000,60.853001,189
4.286000,81.768997,266
4.308000,137.481003,248
4.318000,294.720001,243
4.327000,373.108002,257
4.344000,243.720993,259
4.347000,348.885986,291
4.352000,155.147995,272
4.360000,42.581001,138
4.363000,304.654999,258
4.364000,175.496002,66
4.366000,69.472000,0
4.385000,307.717987,267
4.396000,342.967010,285
4.408000,316.588013,118
4.412000,15.253000,43
4.420000,161.557007,299
4.421000,30.487000,144
4.440000,328.527008,276
4.441000,39.222000,227
4.442000,345.648987,277
4.445000,387.796997,134
4.451000,39.227001,227
4.453000,160.807007,299
4.457000,5.374000,290
4.484000,241.330002,69
4.485000,261.489014,74
4.493000,416.660004,236
4.501000,438.916992,281
4.508000,146.115005,293
4.516000,35.390999,227
4.527000,296.790009,243
4.528000,438.147003,281
4.541000,254.891998,283
4.545000,408.946014,163
4.551000,321.333008,237
4.570000,266.911987,273
4.576000,42.516998,138
4.588000,331.300995,268
4.591000,66.779999,204
4.622000,144.759003,275
4.632000,198.813004,161
4.635000,64.760002,239
4.645000,312.653992,49
4.656000,102.096001,294
4.685000,207.837006,91
4.697000,190.352005,114
4.699000,318.916992,156
4.703000,78.460999,251
4.712000,453.769989,286
4.718000,258.213989,283
4.724000,315.385986,118
4.729000,431.960999,263
4.734000,229.477005,270
4.742000,208.671005,91
4.743000,103.254997,205
4.755000,201.945999,255
4.762000,336.122986,268
4.777000,265.903015,273
4.793000,316.531006,118
4.801000,66.501999,239
4.807000,207.255005,233
4.816000,267.045013,273
4.833000,182.298996,253
4.862000,2.867000,290
4.889000,45.381001,92
4.893000,429.709991,263
4.903000,79.886002,251
4.906000,11.517000,220
4.906000,22.101000,120
4.920000,438.899994,281
4.926000,226.315994,260
4.932000,401.471985,287
4.934000,414.535004,236
4.942000,46.639999,284
4.944000,391.848999,289
4.950000,392.121002,289
4.953000,408.444000,230
4.959000,90.341003,188
4.963000,318.996002,156
4.978000,152.005005,240
4.978000,230.270996,270
4.982000,360.645996,282
5.005000,320.173004,237
5.021000,152.643005,240
5.040000,420.898010,296
5.054000,181.406998,253
5.056000,26.855000,201
5.069000,54.882000,242
5.074000,5.499000,290
5.078000,273.591003,228
5.079000,288.825012,214
5.084000,181.108002,253
5.091000,74.207001,225
5.091000,84.023003,279
5.113000,147.117996,293
5.118000,222.964996,211
5.127000,166.423996,193
5.138000,72.997002,225
5.157000,261.994995,74
5.159000,312.920013,49
5.163000,91.806999,188
5.173000,116.040001,264
5.178000,162.513000,299
5.193000,334.998993,268
5.197000,307.164001,267
5.199000,396.022003,221
5.233000,167.626999,193
5.236000,392.204987,289
5.246000,80.417999,251
5.252000,316.381012,118
5.256000,346.712006,291
5.271000,43.299000,138
5.272000,41.257999,138
5.284000,99.860001,294
5.286000,92.182999,188
5.286000,434.438995,281
5.287000,189.460999,208
5.294000,253.774994,283
5.294000,260.135986,283
5.304000,274.239990,228
5.306000,290.838013,214
5.309000,66.494003,239
5.310000,175.625000,159
5.314000,322.464996,237
5.323000,352.691010,292
5.331000,360.061005,282
5.333000,194.796005,216
5.333000,359.781006,282
5.339000,74.730003,225
5.340000,2.798000,290
5.344000,444.485992,175
5.346000,277.505005,210
5.352000,348.670013,291
5.359000,75.294998,225
5.388000,63.563000,239
5.411000,197.194000,216
5.414000,157.824997,299
5.414000,240.550995,117
5.423000,335.253998,268
5.424000,77.348000,145
5.440000,185.261993,165
5.441000,299.024994,167
5.447000,79.617996,251
5.451000,158.772995,299
5.454000,82.355003,266
5.481000,206.126007,233
5.482000,254.533997,283
5.494000,394.639008,254
5.505000,48.619999,284
5.507000,305.760986,258
5.522000,317.410004,118
5.536000,237.768997,252
5.541000,357.148010,297
5.546000,450.065002,250
5.552000,454.529999,286
5.554000,43.645000,138
5.569000,99.828003,294
5.583000,349.057007,291
5.585000,394.605988,254
