x,y
43.249325,85.000702
146.071747,380.862091
43.138115,427.254242
143.859024,315.833923
27.014513,136.356552
157.038330,32.701061
25.082794,28.648788
228.292755,164.508148
248.324020,372.826111
195.824066,91.352837
29.121469,255.312988
25.836445,376.083771
118.534370,90.155174
196.781876,348.866760
85.167641,290.711945
163.826172,143.608826
88.587051,147.875366
133.894363,192.248566
87.823174,361.939331
28.833052,193.650909
364.313202,357.766846
191.575027,217.551422
259.532990,304.021576
137.352264,256.197205
82.159401,219.349350
350.858704,36.381054
263.343811,99.531654
305.682465,364.326233
115.168259,430.185333
403.751434,91.028191
90.585228,31.272993
291.557648,35.301785
226.706299,31.537865
326.812988,299.207245
290.906616,168.672409
194.224228,424.668457
259.760468,231.705734
405.239624,421.997955
271.680756,428.713684
201.727081,279.259796
342.426422,422.561737
30.407333,317.048065
327.809418,237.038315
410.255280,27.933985
402.978241,224.399017
416.448151,354.448456
353.052155,173.448944
409.793365,153.854233
333.579193,105.885712
400.036011,289.515747
